id,voyage_id,voyage_dates__imp_arrival_at_port_of_dis_sparsedate__year,voyage_slaves_numbers__imp_total_num_slaves_disembarked,voyage_slaves_numbers__imp_total_num_slaves_embarked,voyage_dates__length_middle_passage_days,voyage_dates__imp_length_home_to_disembark,voyage_crew__crew_first_landing,voyage_crew__crew_voyage_outset,voyage_ship__tonnage_mod,voyage_slaves_numbers__imp_jamaican_cash_price,voyage_slaves_numbers__imp_mortality_ratio,voyage_slaves_numbers__percentage_women_among_embarked_slaves,voyage_outcome__vessel_captured_outcome__name,voyage_ship__imputed_nationality__name,voyage_itinerary__imp_region_voyage_begin__name,voyage_ship__rig_of_vessel__name,voyage_itinerary__place_voyage_ended__name,voyage_dates__slave_purchase_began_sparsedate__month,voyage_slaves_numbers__percentage_men,voyage_dates__voyage_completed_sparsedate__month,voyage_itinerary__region_of_return__name,voyage_slaves_numbers__percentage_boy,voyage_itinerary__imp_principal_region_slave_dis__name,voyage_itinerary__imp_principal_region_of_slave_purchase__name,voyage_dates__date_departed_africa_sparsedate__month,voyage_dates__voyage_began_sparsedate__month,voyage_itinerary__imp_port_voyage_begin__name,voyage_dates__first_dis_of_slaves_sparsedate__month,voyage_itinerary__imp_broad_region_slave_dis__name,voyage_slaves_numbers__percentage_girl,voyage_outcome__particular_outcome__name,voyage_itinerary__imp_principal_port_slave_dis__name,voyage_slaves_numbers__percentage_child,voyage_slaves_numbers__percentage_women,voyage_dates__departure_last_place_of_landing_sparsedate__month,voyage_outcome__outcome_owner__name,voyage_outcome__outcome_slaves__name,voyage_itinerary__imp_principal_place_of_slave_purchase__name,voyage_outcome__resistance__name,voyage_slaves_numbers__percentage_male,voyage_slaves_numbers__percentage_female,voyage_itinerary__imp_broad_region_voyage_begin__name,voyage_itinerary__imp_broad_region_of_slave_purchase__name,voyage_sources,enslavers,dataset_source
130408,130408,1853.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,8.0,0.0,0,8.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Louisiana, 8-26-1853,” August 26, 1853. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Smith, Jeremiah|Thorn, B",Intra
130409,130409,1849.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,6.0,0.0,0,6.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Pensacola,0,0.0,0.0,0,Mainland North America,,"Captain: Miner, Thomas|McVey, A",Intra
130410,130410,1855.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,2.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Louisiana, 2-8-1855,” February 8, 1855. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Talbot, W H|Ash, L D|Banks, I G|McGen, S C",Intra
130411,130411,1856.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,11.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Louisiana, 11-13-1856,” November 13, 1856. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Talbot, W H|Hopkins, M",Intra
130412,130412,1857.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,5.0,0.0,0,5.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Louisiana, 5-2-1857,” May 2, 1857. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Talbot, W H|Frechon, P",Intra
130413,130413,1855.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,1.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Lowell, 1-13-1855,” January 13, 1855. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Cohen, Jacob|Captain: Bixby,",Intra
130414,130414,1823.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,4.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Lueretta, 4-26-1823,” April 26, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Lueretta, 4-26-1823,” April 26, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Roberts, William|Shipper: Roberts, William|Captain: Roberts, William",Intra
130415,130415,1852.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,5.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Lumibaug, 5-14-1852,” May 14, 1852. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Fuller, S E|Captain: Jenkins,",Intra
130416,130416,1848.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,10.0,0.0,0,10.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Key West,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Madonna, 10-9-1848,” October 9, 1848. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Hovey, J B|Captain: McNeill, Archibald",Intra
130417,130417,1848.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,10.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Magnolia, 10-27-1848,” October 27, 1848. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Morris, Joseph|Ryan, H",Intra
130418,130418,1829.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,2.0,0.0,0,3.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"St. Marks, FL",0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Magnolia, 3-4-1829,&#x201D; March 4, 1829. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.|  “Manifest of the Magnolia, 1829-3-4,” March 4, 1829. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.","Martin, Alexander|Captain: Ray, Nicholas",Intra
130419,130419,1829.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,6.0,0.0,0,6.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Magnolia,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Magnolia, 6-1-1829,” June 1, 1829. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Ray, N|Nicholas, Robert",Intra
130420,130420,1829.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,3.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Magnolia, 3-17-1829,” March 17, 1829. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Magnolia, 3-17-1829,” March 17, 1829. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Erwin, James D|Studwick, James|Captain: Crocker, Luther|Shipper: Woolfolk, Richard C",Intra
130421,130421,1829.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,3.0,0.0,0,3.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"St. Marks, FL",0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Magnolia, 3-31-1829,&#x201D; March 31, 1829. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.|  “Manifest of the Magnolia, 1829-3-31,” March 31, 1829. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.","Captain: Ray, N|Brandon, Henry P",Intra
130422,130422,1831.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,3.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Magnolia, 3-23-1831,” March 23, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Magnolia, 3-23-1831,” March 23, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Crocker, Luther|Captain: Crocker, Luther|Shipper: Crocker, Luther",Intra
130423,130423,1830.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Sloop,0,0.0,0.0,0.0,0,0.0,Gulf coast,Georgia,11.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Savannah,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Majesty, 11-24-1830,&#x201D; November 24, 1830. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.|  “Manifest of the Majesty, 1830-11-24,” November 24, 1830. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.","Captain: Robertson, John|Olyon, Dominick",Intra
130424,130424,1843.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,4.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"St. Marks, FL",0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Manhattan, 4-15-1843,&#x201D; April 15, 1843. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 9, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173909088.","Wilson|Captain: Donne,",Intra
130425,130425,1843.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,2.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"St. Marks, FL",0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Margaret Ann, 2-27-1843,&#x201D; February 27, 1843. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 9, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173909088.","Levie, Antony D|Captain: Stewart, W",Intra
130426,130426,1823.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,12.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Maria, 12-16-1823,” December 16, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Maria, 12-16-1823,” December 16, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Hearth, Abraham|Hale, D D",Intra
130427,130427,1823.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,11.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Maria, 11-8-1823,” November 8, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Maria, 11-8-1823,” November 8, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Hearth, Abraham|Shipper: Hearth, Abraham|Captain: Hearth, Abraham",Intra
130428,130428,1823.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,11.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Maria, 11-27-1823,” November 27, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Maria, 11-27-1823,” November 27, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Hearth, Abraham|Lasky, P M",Intra
130429,130429,1824.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,4.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Maria, 4-14-1824,” April 14, 1824. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Maria, 4-14-1824,” April 14, 1824. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Wood, Stephen|Captain: Stiles, Alexander",Intra
130430,130430,1824.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,4.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Maria, 4-29-1824,” April 29, 1824. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Maria, 4-29-1824,” April 29, 1824. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Stiles, Alexander|Blackwill, Robert",Intra
130431,130431,1824.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,1.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Maria, 1-5-1824,” January 5, 1824. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Maria, 1-5-1824,” January 5, 1824. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Hearth, Abraham|Captain: Hearth, Abraham",Intra
